,case_id,Authority,Betrayal,Care,Degradation,Fairness,Freedom,GEOID,Harm,Injustice,Loyalty,Oppression,Purity,Subversion,for_sah,is_vivid,retweet_count,screen_name,text,user_id,month,day,year,clf_unemploy_pct,cvap,demgov,female_pct,lesscollege_pct,lesshs_pct,mask_score,median_hh_inc,net_dem_gov_votes,net_dem_president_votes,parent,repgov,ruralurban_cc,urm_pct,is_blue,deaths,cases
902,2974,1,0,0,0,0,0,37119,0,0,0,0,0,0,1,0,0.0,JPA313,Why does everyone in Europe listen to there government and stay home but not ours? And there successful in keeping it in check.,1151871603795464192,5,14,2020,6.0,9.0,8.0,9.0,0.0,3.0,8.0,8.0,9.0,9.0,3712,8.0,1.0,8.0,1.0,63.0,2366.0
903,2982,0,0,0,0,0,0,39153,1,0,0,0,0,0,1,0,0.0,Bkmiller15,Way to go you saved people for 2 months destroyed the economy just to reopen and kill more people  fucking idiot https://t.co/q7a74NVxc1,444141292,5,15,2020,5.0,9.0,8.0,8.0,1.0,2.0,6.0,6.0,0.0,9.0,3911,8.0,2.0,6.0,1.0,104.0,989.0
904,2983,0,0,1,0,0,0,6111,0,0,0,0,0,0,1,0,1.0,ScottBorg1,@mikeandersonsr @MichelBossche @GovWhitmer Stay Home Be Safe!,701823060,5,15,2020,6.0,9.0,8.0,5.0,1.0,6.0,9.0,9.0,9.0,9.0,0626,8.0,2.0,8.0,1.0,25.0,764.0
905,2987,0,0,0,0,0,0,48157,1,0,0,0,0,0,0,0,0.0,DilipRa90006465,"@narendramodi Now lockdown is taking ugly turn,suffering of people is too much.",3310254218,5,15,2020,3.0,9.0,8.0,6.0,0.0,3.0,9.0,9.0,0.0,9.0,4822,8.0,1.0,8.0,1.0,40.0,1471.0
906,299,0,0,0,0,0,0,53015,0,0,1,0,0,0,1,0,0.0,dededianne,"@WorththeWar @EngineerPoet @growth_channel @p_ailean @jbeanhibbs @MQuigley1963 @RAndrewAuthor True. We must do our part as they are doing best to help those who are sick.
Stay home, We must.",71184708,3,22,2020,8.0,8.0,7.0,6.0,6.0,4.0,8.0,6.0,1.0,2.0,5303,7.0,3.0,4.0,0.0,0.0,3.0
907,2993,0,1,0,0,0,0,55139,0,0,0,0,0,0,1,1,0.0,fredrickaaron22,@JimCarrey what's sad is I live in Wisconsin and they opened up yesterday.... bars were packed..... i stayed home. Now today they enforce stay at home orders by county. Then these drunks bitched... no sense of care for their fellow man. It saddens me,2756615069,5,15,2020,1.0,8.0,8.0,2.0,1.0,1.0,2.0,7.0,1.0,2.0,5506,8.0,3.0,3.0,0.0,1.0,112.0
908,2994,0,0,1,0,0,0,32003,0,0,0,0,0,0,1,0,0.0,cleardawn88,@brat2381 @Laughter1966 Please stay safe everyone! If you can stay home please continue to do so. I know separation from those we love is awful but health must come first right now!,249357643,5,15,2020,8.0,9.0,8.0,3.0,2.0,6.0,9.0,7.0,0.0,9.0,3201,8.0,1.0,8.0,1.0,291.0,5235.0
909,2997,0,0,0,0,0,0,51550,0,0,0,0,1,0,1,0,0.0,CaroGhavam,GOD IS ABOUT TO HAVE HIS CAKE &amp; EAT IT TOO. STAY HOME UNLESS YOU'RE SURE YOU'RE DOING HIS WILL. ANGELS KNOW. DO YOU? STAY HOME IF NOT SURE https://t.co/iTBKePScbk,1235190704936280066,5,15,2020,4.0,9.0,0.0,7.0,1.0,2.0,8.0,9.0,8.0,6.0,5104,0.0,1.0,8.0,0.0,10.0,379.0
910,2998,0,0,0,0,0,0,51550,0,0,0,0,1,0,1,0,0.0,CaroGhavam,GOD IS ABOUT TO HAVE HIS CAKE &amp; EAT IT TOO. STAY HOME UNLESS YOU'RE SURE YOU'RE DOING HIS WILL. ANGELS KNOW. DO YOU? STAY HOME IF NOT SURE https://t.co/kcIytLKMF6,1235190704936280066,5,15,2020,4.0,9.0,0.0,7.0,1.0,2.0,8.0,9.0,8.0,6.0,5104,0.0,1.0,8.0,0.0,10.0,379.0
911,300,0,0,0,0,0,0,6001,1,0,0,0,0,0,1,0,0.0,DebRoyChandi,"@SuvonkarB 1 day is not enough, a curfew or lockdown of min 15 days needed. The situation is bad, it will go out of hands if people do not act properly right now.",718504299878199297,3,22,2020,5.0,9.0,8.0,7.0,0.0,4.0,9.0,9.0,9.0,9.0,0615,8.0,1.0,8.0,1.0,0.0,71.0
913,3003,0,0,0,0,0,0,26065,1,0,0,0,0,0,0,0,0.0,vixxxx23,Home is not always a safe place to stay. Many vulnerable people who are sheltering in place to stay virus free are being exposed to harm for elongated periods of time. Please help today. @ConsumersEnergy is offering a match! #donate  https://t.co/usXp5wJqf1,411586282,5,15,2020,7.0,9.0,8.0,8.0,0.0,1.0,7.0,5.0,9.0,9.0,2608,8.0,2.0,6.0,1.0,20.0,662.0
916,301,0,0,1,0,0,0,42049,0,0,0,0,0,0,1,0,0.0,DrRedmo,"If you wont listen to me, maybe this will convince to you stay safe and stay home https://t.co/OIsPmBg8wU",103753150,3,22,2020,5.0,9.0,8.0,5.0,1.0,2.0,9.0,5.0,9.0,5.0,4216,7.0,2.0,5.0,0.0,0.0,2.0
917,3011,0,0,1,0,0,0,47157,0,0,0,0,0,0,0,1,0.0,DonnaGrai,"@gtcantrell @Sunstruk @TheOtherBreezy I feel the same. Heart patient, cancer patient (metastasized) and diabetes t2. People need to feed their families and I need to stay home.",847397313819533312,5,15,2020,8.0,9.0,8.0,9.0,1.0,5.0,8.0,5.0,0.0,9.0,4709,8.0,1.0,9.0,1.0,81.0,3595.0
919,3014,1,0,0,0,0,0,37135,0,0,1,0,0,0,1,0,6.0,UNC_OffCampus,Fellow Tar Heels...we need to do our part. Please continue to observe the #StayAtHome Order and follow #SocialDistancing expectations. https://t.co/wIqnDFVoTh,943185518518468613,5,15,2020,3.0,8.0,8.0,9.0,0.0,1.0,9.0,8.0,9.0,9.0,3704,7.0,2.0,6.0,1.0,34.0,287.0
920,3016,0,0,1,0,0,0,22071,0,0,0,0,0,0,1,0,0.0,TheDivinePrince,"Yaaazzzz! @CWatkinsWDSU  AFIMAYE#Sakpata
#respectthevoodoo   #TheVOODOOisREAL
 #LOVEMyNewOrleans  
Be Different
Be SMART 
Be Peace
 #BeSAFE
Stay Home #StayHOME 
#LOVEMyLOUISIANA  #CityofYES   #RespectTheVoodoo #AllisaBlessing https://t.co/KY6NINYVNQ",15542125,5,15,2020,8.0,9.0,0.0,9.0,0.0,5.0,8.0,1.0,8.0,9.0,2202,0.0,1.0,9.0,1.0,489.0,6787.0
921,3025,0,0,0,0,0,0,32003,1,0,0,0,0,0,1,0,0.0,Insert_Metaphor,"We still are in the abyss here people... Until we understand this disease, it is simply too dangerous to force open everything... https://t.co/8vhwpA3saT",1243182447459586049,5,15,2020,8.0,9.0,8.0,3.0,2.0,6.0,9.0,7.0,0.0,9.0,3201,8.0,1.0,8.0,1.0,291.0,5235.0
922,3026,0,0,0,0,0,1,48041,0,0,0,0,0,0,0,0,0.0,d2dog99,#wehavetolivewithit. We cant hide indoors the rest of our lives. If people are scared they can stay home. #CHOICE https://t.co/wPkAI7279R,353916126,5,15,2020,3.0,8.0,7.0,2.0,0.0,5.0,7.0,3.0,0.0,0.0,4817,7.0,3.0,8.0,0.0,18.0,312.0
923,303,0,0,0,0,0,0,53031,1,0,0,0,0,0,1,0,0.0,leah600,"HEY #NewYork people  GET YOUR FUCKING ACT TOGETHER. YOU HAVE 16,000 CASES OF #coronavirus #StayAtHome for god's sake!!!!!!!!! 374 people have died as of today ~ #formernewyorker https://t.co/ow6FuQYw49",6880882,3,22,2020,5.0,5.0,7.0,6.0,0.0,0.0,9.0,6.0,9.0,9.0,5306,5.0,6.0,2.0,1.0,0.0,6.0
924,3031,0,0,0,0,0,0,6037,1,0,0,0,0,0,1,0,0.0,AdamCAsocal,#OrangeCounty #Freedommovement #DumbProtests #Risking others! #Coronavirus back up! #WashYourHands #StayHome #WearMasks https://t.co/KptXNGmn3x,1233524331549904896,5,16,2020,7.0,9.0,8.0,6.0,1.0,8.0,9.0,8.0,9.0,9.0,0640,8.0,1.0,9.0,1.0,1793.0,37360.0
926,3040,0,0,0,0,0,0,4005,1,0,0,0,0,0,1,1,0.0,Mount_Elden,"Interacting with people fills me with dread. So many people seem to think since states have relaxed stay-at-home orders then all safety restrictions are lifted.  I am surrounded by self-centered, conspiracy theory believing, ignorant people.  Science does not support them.",290662856,5,16,2020,6.0,8.0,7.0,5.0,0.0,3.0,8.0,6.0,9.0,9.0,0401,6.0,3.0,6.0,1.0,64.0,839.0
927,3041,0,0,0,0,0,0,16001,1,0,0,0,0,0,1,0,0.0,miracleguppy,"""Sweden stayed open. A deadly month shows the risks.""  https://t.co/EqNtwkXrwh

 SWEDEN COVID-19 UPDATE ",3730426754,5,16,2020,2.0,9.0,8.0,3.0,0.0,0.0,4.0,8.0,9.0,0.0,1601,8.0,2.0,4.0,0.0,22.0,773.0
929,3045,0,0,0,0,0,0,36059,1,0,0,0,0,0,1,0,0.0,KarenBRubin,That's why #trumpunfit4potus in such hurry to end lockdown and pretend no #covid19 #covidiot45 https://t.co/qrOxEzCozA,2984340345,5,16,2020,3.0,9.0,8.0,8.0,0.0,2.0,9.0,9.0,9.0,9.0,3604,8.0,1.0,7.0,1.0,2034.0,39033.0
930,3046,0,0,1,0,0,0,6013,0,0,0,0,0,0,1,0,0.0,DevinMurphyDTM,".@RepMaxineWaters energy. Yup, pretty much. 

Stay yall asses at home &amp; save lives. https://t.co/yhSUykGtTR",32752707,5,16,2020,6.0,9.0,8.0,7.0,0.0,3.0,9.0,9.0,9.0,9.0,0611,8.0,1.0,8.0,1.0,33.0,1121.0
931,3047,0,0,1,0,0,0,53061,0,0,0,0,0,0,1,0,0.0,Sharleesmad,"G'night all stay safe and please stay home !!!  I can't ""bear"" to lose any more people  .it's too much !!! https://t.co/ufl7PtQaVN",2976278284,5,16,2020,4.0,9.0,8.0,3.0,1.0,1.0,9.0,9.0,9.0,9.0,5301,8.0,1.0,5.0,1.0,126.0,2773.0
932,305,0,0,0,0,0,0,48201,1,0,0,0,0,0,1,0,0.0,jaaylaabihh,READ THIS &amp; REALIZE TO STAY YO ASS TF HOME! 53% UNDER 50?!!?! https://t.co/invKDmD6xx,714187755308195840,3,22,2020,5.0,9.0,8.0,4.0,1.0,8.0,9.0,8.0,0.0,9.0,4829,8.0,1.0,9.0,1.0,2.0,74.0
934,306,0,0,0,0,0,0,51153,1,0,0,0,0,0,1,0,2.0,Admirallyndsey,"from the bottom of my heart, with all the disrespect in the world: please stop fucking going to your friends house bc you look fine. you are NOT helping the situation we all want out of. and stop going to the fucking beach, stay your selfish asses home. goodnight",293808176,3,22,2020,3.0,9.0,0.0,4.0,0.0,3.0,8.0,9.0,8.0,9.0,5111,0.0,1.0,8.0,1.0,0.0,18.0
935,3061,0,0,0,0,0,1,39153,0,0,1,0,0,0,0,0,0.0,_dibace_,My Body my choise ! Where there is risk there must be choice ! Yeyyyyy #ReOpenAmerica #InThisTogetherOhio #ProtestLockdown  Bekle bizi coronA yeneceizz seni  https://t.co/gSRP8dIC8q,2883898889,5,16,2020,5.0,9.0,8.0,8.0,1.0,2.0,6.0,6.0,0.0,9.0,3911,8.0,2.0,6.0,1.0,110.0,995.0
936,3062,0,0,1,0,0,0,36081,1,0,0,0,0,0,1,0,0.0,jorgeluis_tuki,"Stay home, exercise at home if you can, stop the spread.

New COVID-19 cases in New York coming from people leaving home, Cuomo says https://t.co/N1lQZ5M133",199950931,5,16,2020,6.0,9.0,8.0,8.0,1.0,7.0,9.0,8.0,9.0,9.0,3606,8.0,1.0,8.0,1.0,5364.0,59866.0
939,307,0,0,1,0,0,0,28047,0,0,0,0,0,0,1,0,0.0,JoelCarterMS,This is what happens when people dont take #coronavirus seriously.  Stay home! https://t.co/HcWODd8uQX,1177586612,3,22,2020,8.0,8.0,0.0,5.0,3.0,5.0,4.0,3.0,8.0,0.0,2804,0.0,2.0,7.0,0.0,0.0,15.0
940,3070,0,0,1,0,0,0,12086,0,0,0,0,0,0,1,0,0.0,Dialogue_works,"#StayHome #SaveLives
If you can....please do it!
 https://t.co/6D9owvv2Hu",54342186,5,16,2020,7.0,9.0,8.0,8.0,1.0,7.0,9.0,4.0,9.0,9.0,1227,8.0,1.0,9.0,1.0,559.0,15366.0
941,3071,0,0,0,0,0,0,6065,0,0,1,0,0,0,1,0,0.0,Stephen16897159,@DaveVescio I applauded them for doing their part. Modern capitalism doesnt require workers. It only needs consumers to thrive. We could all stay home forever and as long as we consume the economy will be just fine.,1256459595913916416,5,16,2020,9.0,9.0,8.0,4.0,3.0,7.0,9.0,8.0,0.0,9.0,0636,8.0,1.0,9.0,1.0,242.0,5618.0
943,3074,0,0,1,0,0,0,36067,0,0,1,0,1,0,1,0,0.0,astro_shenava,"Let us make the best out of this and let us be there for another. Stay safe, stay home and god bless.",839530050,5,17,2020,5.0,9.0,8.0,8.0,0.0,2.0,9.0,8.0,9.0,9.0,3624,8.0,2.0,6.0,1.0,90.0,1501.0
944,3077,0,0,0,0,0,0,24021,0,0,1,0,0,0,1,0,0.0,KathrynTobery,"Stay close to home, make your community your priority #GraduateTogether",2875563375,5,17,2020,2.0,9.0,8.0,6.0,0.0,1.0,9.0,9.0,0.0,4.0,2408,8.0,1.0,6.0,0.0,90.0,1423.0
945,308,0,0,0,0,0,1,53033,0,0,0,0,0,0,1,0,0.0,Allyson_Wen,Stay home or distance yourself so we don't go on a mandatory lockdown. https://t.co/G4yHOskOOj,3244549442,3,22,2020,3.0,9.0,8.0,3.0,0.0,1.0,9.0,9.0,9.0,9.0,5307,8.0,1.0,6.0,1.0,75.0,1040.0
946,3080,0,0,1,0,0,0,34007,0,0,0,0,0,0,1,0,0.0,DianneZippel,Stay home and stay safe https://t.co/jvN40b8ey6,1253048731462782976,5,17,2020,7.0,9.0,0.0,8.0,1.0,4.0,9.0,9.0,8.0,9.0,3401,0.0,1.0,8.0,1.0,272.0,5459.0
947,3081,0,0,1,0,0,0,42007,0,0,0,0,0,0,1,0,0.0,learningbirder,@markmaddanx @pdgarrow @MarkMaddenX @TribSports @MarkKaboly Stay home. stay safe. Become increasingly irrelevant. You are loved! ,36644183,5,17,2020,4.0,8.0,8.0,8.0,2.0,1.0,8.0,7.0,9.0,0.0,4217,7.0,1.0,4.0,0.0,83.0,517.0
948,3088,1,0,0,0,0,0,15003,0,0,0,0,0,0,1,0,0.0,JaquelineKenne3,So everyone be gathering in groups at the beach but lockdown is still going on??? Make it make sense please,629017105,5,17,2020,2.0,9.0,8.0,2.0,0.0,2.0,9.0,9.0,9.0,9.0,1501,8.0,2.0,5.0,1.0,11.0,415.0
949,3089,0,0,1,0,0,0,6085,0,0,0,0,0,0,1,0,0.0,TsaiJilly,"Simple doing, #stayhome, keep #socialdistancing is the #respect to lives. Its not easy to get through all these, but we have to do what we can to protect all. @icday2020 @NYCMayor @NYGovCuomo @nytopinion @nycHealthy @MhnExpert @NYCMayorsOffice @nycgov @NYCSchools @NYCImmigrants https://t.co/yG2BM0couv https://t.co/MNkllWqwRy",1246325069841723392,5,17,2020,4.0,9.0,8.0,2.0,0.0,5.0,9.0,9.0,9.0,9.0,0619,8.0,1.0,7.0,1.0,135.0,2453.0
951,3096,0,0,1,0,0,0,6017,0,0,0,0,0,0,0,0,1.0,Glenda_MariaDA,"@GavinNewsom You can recover by reopening the states economy! All the way! Completely! If people are scared they can stay home, if they want to wear a mask go for it. But you cannot continue to borrow money.",35207064,5,17,2020,8.0,8.0,8.0,3.0,1.0,1.0,8.0,9.0,1.0,1.0,0604,8.0,1.0,5.0,0.0,0.0,64.0
952,3100,0,0,0,0,0,1,18099,0,0,0,0,0,0,0,0,2.0,BrownBCI,"Lets just open the the United Sates.  Those who arent comfortable, stay home.  We are a FREE country.  #ReOpenAmerica",3041332764,5,17,2020,6.0,6.0,6.0,4.0,4.0,6.0,2.0,6.0,2.0,2.0,1802,6.0,6.0,4.0,0.0,1.0,43.0
953,3104,1,0,1,0,0,0,36047,0,0,0,0,0,0,1,0,0.0,ReckRoom73,"People wanting to wait on a vaccine. Fine. We're still only in month 5.
Vaccines takes 12-18months. If you cant follow basic rules to keep yourself and myself from dealing with the effects and after-effects of Covid19 just stay inside.",636376844,5,17,2020,7.0,9.0,8.0,9.0,0.0,8.0,8.0,6.0,9.0,9.0,3609,8.0,1.0,9.0,1.0,5110.0,53706.0
954,3107,0,0,1,0,0,0,6037,0,0,0,0,0,0,1,0,0.0,heavythehomie,Shit like this wouldn't happen if everyone stood home or at least took the proper precautions https://t.co/1cqW635Jqp,3225981283,5,17,2020,7.0,9.0,8.0,6.0,1.0,8.0,9.0,8.0,9.0,9.0,0640,8.0,1.0,9.0,1.0,1821.0,38011.0
955,3109,0,0,1,0,0,1,8031,0,0,0,0,0,0,1,0,0.0,NickOtaWang,"Day 66: I get that #StayHome is a challenge we are all facing. However we can still have freedoms and a way to stay healthy. #History wont forget and I hope no one today forgets. 

Globally: 
Total cases: 4,673,809
Deaths: 312,646

US:
Total cases: 1,474,127
Deaths: 88,898 https://t.co/8zfO7DAJus",1148018994,5,17,2020,3.0,9.0,8.0,3.0,0.0,5.0,9.0,8.0,9.0,9.0,0801,8.0,1.0,8.0,1.0,265.0,4656.0
956,3110,0,0,0,0,0,0,12057,0,0,0,1,0,0,0,0,0.0,CJ_freethinkr,"@illinilady56 @VABVOX @Acyn But we can't stay home forever and the #Gov forced shutdown was supposed to be to protect hospitals from having too many patients at once...
That was achieved a month ago...",708724279722946560,5,17,2020,6.0,9.0,8.0,7.0,1.0,4.0,8.0,6.0,9.0,9.0,1214,8.0,1.0,8.0,1.0,53.0,1614.0
959,3121,1,0,0,0,1,0,11001,0,0,0,0,0,0,1,0,1.0,WomanofGrace72,"@people @NaomiCampbell These celebrities act like many parts of the country arent under stay-at-home orders.  If the rest of us regular citizens have to be obedient to the law and stay at home, celebrities should be no different.",32944112,5,17,2020,7.0,9.0,0.0,9.0,0.0,3.0,9.0,9.0,8.0,9.0,1198,0.0,1.0,9.0,1.0,383.0,7123.0
961,3126,0,0,0,0,0,0,25009,0,0,0,0,1,0,1,0,0.0,stlibro,Jesus Christ people! STAY THE FUCK HOME! You dont need to pray in a fucking church! God is everywhere. Pray in your own back yard https://t.co/5de07CsoF5,1902225926,5,17,2020,5.0,9.0,8.0,9.0,0.0,3.0,9.0,9.0,0.0,9.0,2506,8.0,1.0,6.0,1.0,776.0,12794.0
962,3135,1,0,0,0,1,0,42017,0,0,0,0,0,0,1,0,0.0,realstuartl,@kracze They should also be charged with violating the stay-at-home order.,375288359,5,18,2020,4.0,9.0,8.0,6.0,0.0,0.0,9.0,9.0,9.0,9.0,4201,8.0,1.0,4.0,1.0,417.0,4516.0
963,3137,0,0,0,0,0,0,51121,1,0,0,0,0,0,1,0,0.0,Roger_Cook_,Wisconsin's economy is reopening and it's a hot coronavirus mess. Don't do what we did. https://t.co/msMgjasDj1 #COVID19,63846895,5,18,2020,2.0,8.0,0.0,1.0,0.0,2.0,7.0,6.0,8.0,8.0,5109,0.0,3.0,4.0,1.0,1.0,66.0
964,3139,0,0,0,0,0,0,6037,1,0,0,0,0,0,1,0,0.0,ktrowles,"90,000 people dead in 9 weeks, DURING A LOCKDOWN. Now that everyone is tired of staying home, the deaths will be astronomical. Sad, dumb, dangerous idiots. https://t.co/SzdM5shoR5",27082289,5,18,2020,7.0,9.0,8.0,6.0,1.0,8.0,9.0,8.0,9.0,9.0,0640,8.0,1.0,9.0,1.0,1840.0,38458.0
965,3141,0,0,0,0,0,0,12115,1,0,0,0,0,0,0,0,0.0,horace19611,I totally agree! The people's since of survival is at stake!  We can't stay at home forever. Something has to giveup. Either we fight or give up. https://t.co/296v41eLqZ,2768469079,5,18,2020,5.0,9.0,8.0,9.0,0.0,1.0,8.0,7.0,1.0,0.0,1216,8.0,2.0,5.0,0.0,58.0,518.0
966,3147,0,0,1,0,0,0,32031,0,0,0,0,0,0,1,0,1.0,hayhaymurphy12,Are people okay??? Like have you just forgotten that there is a world wide pandemic going on or do you think you are above it? Going out and meeting new people is not the fucking move. Stay the fuck home.,1429235695,5,18,2020,6.0,9.0,7.0,2.0,1.0,5.0,8.0,7.0,0.0,9.0,3202,8.0,2.0,7.0,1.0,48.0,1266.0
967,3150,0,0,1,0,0,0,32003,0,0,0,0,0,0,1,0,0.0,bneit_,My job officially laid off our entire staff as of May 25th and were not reopening until 2021. Covid19 blows. Everyone stay safe so this shit ends!,2890262449,5,18,2020,8.0,9.0,8.0,3.0,2.0,6.0,9.0,7.0,0.0,9.0,3201,8.0,1.0,8.0,1.0,296.0,5463.0
968,3156,0,0,0,0,0,0,53053,1,0,0,0,0,0,0,0,0.0,seanmh7219,@GTHInsleeDipoto @GovInslee Please provide stats that show the thousands of lives that have been destroyed since the stay at home order has been in place.,1206080233,5,18,2020,6.0,9.0,8.0,4.0,2.0,2.0,7.0,8.0,8.0,9.0,5310,8.0,1.0,6.0,1.0,73.0,1687.0
969,316,0,0,1,0,0,0,36061,0,0,0,0,0,0,1,0,5.0,yuhline,"Reminder to everyone: please stay home if you can, and if you must go outside, stay 6 feet apart. This means not within touching distance at all. We need to keep appropriate social distance. Im seeing photos day after day of folks gathering! 

Stay safe.  you.",115576195,3,22,2020,5.0,9.0,8.0,9.0,0.0,5.0,9.0,9.0,9.0,9.0,3613,8.0,1.0,8.0,1.0,34.0,2066.0
970,3163,0,0,1,0,0,0,21111,0,0,0,0,0,0,1,0,0.0,kpmag08,"STAY HOME, STAY LIVES

https://t.co/lNxSitp9qL

@jackywright 

Check out shop,vibes, blogs and more. @ Louisville, Kentucky https://t.co/T3t7Rp77Kp",50453947,5,18,2020,5.0,9.0,0.0,8.0,1.0,3.0,7.0,6.0,8.0,9.0,2103,0.0,1.0,7.0,1.0,129.0,1916.0
971,3165,1,0,0,0,1,0,41051,0,0,0,0,0,0,1,0,0.0,Kenden_Curry,"@LarsLarsonShow @OregonGovBrown KEEP THE STATE CLOSED! IM SERIOUS, APPEAL THIS AND KEEP THE STATE CLOSED AND ARREST ANYONE WHO DEFIES THE STAY HOME ORDER! https://t.co/1de7XcyzX3",1165317528022855680,5,18,2020,6.0,9.0,8.0,5.0,0.0,2.0,9.0,8.0,9.0,9.0,4103,8.0,1.0,6.0,1.0,55.0,996.0
972,3166,1,0,0,0,1,0,41051,0,0,0,0,0,0,1,0,0.0,Kenden_Curry,"KEEP THE STATE CLOSED! IM SERIOUS, APPEAL THIS AND KEEP THE STATE CLOSED AND ARREST ANYONE WHO DEFIES THE STAY HOME ORDER! https://t.co/i8xI3lA8j1 https://t.co/6MdMOW6LvL",1165317528022855680,5,18,2020,6.0,9.0,8.0,5.0,0.0,2.0,9.0,8.0,9.0,9.0,4103,8.0,1.0,6.0,1.0,55.0,996.0
973,3168,0,0,0,0,0,1,36027,0,0,0,0,0,0,0,0,0.0,JayLaw845,@DorianoMagliano Of the elderly and the at risk. The at risk should stay home. Those who are worried should stay home. Those who wish to continue life; as free American citizens should do so. Hundreds of thousands die daily in car accidents. Should we discontinue cars? Cigarettes?,348805042,5,18,2020,6.0,9.0,8.0,4.0,0.0,2.0,9.0,9.0,1.0,8.0,3618,8.0,1.0,6.0,1.0,120.0,3552.0
974,317,0,0,0,0,0,0,36061,1,0,0,0,0,0,1,0,5.0,isaacgrivett,"Youre selfish for thinking we need to all stay home just to protect a small percentage of people!!
No youre extraordinarily selfish for prolonging the time we need to stay quarantined by pretending nothing is happening. Stay the fuck home",2839051893,3,22,2020,5.0,9.0,8.0,9.0,0.0,5.0,9.0,9.0,9.0,9.0,3613,8.0,1.0,8.0,1.0,34.0,2066.0
975,3172,0,0,0,0,0,1,25025,0,0,0,0,0,0,0,0,0.0,kenmartinboston,@binajv @CityOfBoston You left out crazy before people myself and entire fam had Covid no where near as bad as a flu and you have a 99.4% of beating it. Stay home if afraid/elderly/compromised not a forced march,621323208,5,19,2020,6.0,9.0,8.0,8.0,0.0,6.0,9.0,8.0,9.0,9.0,2507,8.0,1.0,8.0,1.0,797.0,16901.0
976,3174,0,0,1,0,0,0,12095,0,0,0,0,0,0,1,0,1.0,halehawk,I will continue to stay home until President Biden tells me it is safe to go out. I can't trust the data from this administration. https://t.co/QjglXCxT3T,56226710,5,19,2020,6.0,9.0,8.0,6.0,1.0,4.0,9.0,6.0,9.0,9.0,1210,8.0,1.0,9.0,1.0,38.0,1699.0
978,3178,0,0,1,0,0,0,13051,0,0,0,0,0,0,1,0,0.0,Far_fromNormal1,@walks_o Thank you. Im a healthcare provider with infectious disease experience. #coronavirus is super contagious. Im mostly staying safe at home.,2896573098,5,19,2020,7.0,9.0,8.0,8.0,1.0,3.0,7.0,6.0,9.0,9.0,1301,7.0,2.0,8.0,1.0,16.0,379.0
982,320,0,0,1,0,0,0,25017,0,0,0,0,0,0,1,0,0.0,JasonPaulRhodes,Agree. Stay home. #FLATTENTHECURVE https://t.co/vItZKvHatT,89558276,3,22,2020,3.0,9.0,8.0,7.0,0.0,1.0,9.0,9.0,9.0,9.0,2505,8.0,1.0,5.0,1.0,1.0,526.0
983,321,0,0,1,0,0,0,17031,0,0,1,0,0,0,1,0,0.0,thinkchange,"#covid_19 has been spreading fast &amp; has the potential of exponential growthaffecting millions of people. 

In other words: millions can die. 

Why wouldnt we do our part and keep others, if not ourselves, from harms way? Stay home. #corona #coronavirus #pandemic #commonsense https://t.co/j7LUYdXIA4",18770875,3,22,2020,8.0,9.0,8.0,8.0,0.0,5.0,8.0,8.0,9.0,9.0,1707,8.0,1.0,9.0,1.0,4.0,805.0
984,324,1,0,0,0,0,0,48113,0,0,0,0,0,0,1,0,0.0,han_ma,"Previous generations were asked to go to war.

These idiots were asked to stay home on the couch... and they cant even do that.  #SocialDistancing #COVIDIOT https://t.co/SdkMcgQXLA",21204643,3,22,2020,4.0,9.0,8.0,6.0,1.0,8.0,9.0,6.0,9.0,9.0,4830,8.0,1.0,9.0,1.0,4.0,131.0
985,325,0,0,1,0,0,0,37183,0,0,0,0,0,0,1,0,0.0,Buckeye4NC,"There it is. @NC_Governor @RoyCooperNC The federal Government has said its up to local governments. We have to make the move now and save our state. Why arent we?? Every other state Ive lived in is Stay-At-Home, why not North Carolina??",40765831,3,22,2020,3.0,9.0,8.0,8.0,0.0,1.0,9.0,9.0,9.0,9.0,3704,8.0,1.0,7.0,1.0,0.0,47.0
986,329,1,0,0,0,0,0,36119,0,0,0,0,0,0,1,0,0.0,prplehaiz,"Aside from LOVING her natural look, please listen and abide by her suggestions and...

Stay  The  Fuck  Home 

~
~
~
#nextheadachegetsapowpow #frontlines #medicalpersonnel https://t.co/RhgCq0DS40",92678349,3,22,2020,5.0,9.0,8.0,8.0,0.0,4.0,9.0,9.0,9.0,9.0,3616,8.0,1.0,8.0,1.0,0.0,1873.0
